Id,class1,class2
929,aerophone,aero_free-reed
930,chordophone,chrd_composite
931,aerophone,aero_lip-vibrated
932,chordophone,chrd_composite
933,aerophone,aero_side
934,aerophone,aero_double-reed
935,aerophone,aero_lip-vibrated
936,aerophone,aero_double-reed
937,aerophone,aero_single-reed
938,aerophone,aero_lip-vibrated
939,chordophone,chrd_composite
940,aerophone,aero_single-reed
941,aerophone,aero_single-reed
942,aerophone,aero_side
943,aerophone,aero_single-reed
944,aerophone,aero_double-reed
945,aerophone,aero_single-reed
946,aerophone,aero_single-reed
947,aerophone,aero_side
948,chordophone,chrd_simple
949,aerophone,aero_lip-vibrated
950,aerophone,aero_lip-vibrated
951,chordophone,chrd_composite
952,aerophone,aero_lip-vibrated
953,aerophone,aero_double-reed
954,aerophone,aero_double-reed
955,chordophone,chrd_composite
956,aerophone,aero_lip-vibrated
957,aerophone,aero_lip-vibrated
958,aerophone,aero_single-reed
959,aerophone,aero_side
960,aerophone,aero_single-reed
961,aerophone,aero_side
962,aerophone,aero_single-reed
963,aerophone,aero_side
964,aerophone,aero_lip-vibrated
965,aerophone,aero_single-reed
966,chordophone,chrd_composite
967,chordophone,chrd_composite
968,chordophone,chrd_simple
969,chordophone,chrd_composite
970,aerophone,aero_free-reed
971,aerophone,aero_lip-vibrated
972,aerophone,aero_side
973,aerophone,aero_free-reed
974,aerophone,aero_side
975,chordophone,chrd_composite
976,aerophone,aero_side
977,chordophone,chrd_composite
978,aerophone,aero_lip-vibrated
979,aerophone,aero_single-reed
980,chordophone,chrd_simple
981,chordophone,chrd_simple
982,aerophone,aero_double-reed
983,aerophone,aero_lip-vibrated
984,aerophone,aero_side
985,aerophone,aero_single-reed
986,aerophone,aero_lip-vibrated
987,chordophone,chrd_composite
988,aerophone,aero_single-reed
989,aerophone,aero_side
990,aerophone,aero_lip-vibrated
991,aerophone,aero_side
992,chordophone,chrd_composite
993,chordophone,chrd_composite
994,aerophone,aero_lip-vibrated
995,aerophone,aero_single-reed
996,aerophone,aero_double-reed
997,aerophone,aero_single-reed
998,aerophone,aero_lip-vibrated
999,aerophone,aero_double-reed
1000,aerophone,aero_double-reed
1001,aerophone,aero_lip-vibrated
1002,aerophone,aero_lip-vibrated
1003,aerophone,aero_double-reed
1004,chordophone,chrd_simple
1005,aerophone,aero_double-reed
1006,chordophone,chrd_composite
1007,aerophone,aero_lip-vibrated
1008,aerophone,aero_lip-vibrated
1009,chordophone,chrd_simple
1010,chordophone,chrd_composite
1011,aerophone,aero_lip-vibrated
1012,aerophone,aero_side
1013,aerophone,aero_double-reed
1014,aerophone,aero_lip-vibrated
1015,chordophone,chrd_simple
1016,aerophone,aero_lip-vibrated
1017,aerophone,aero_side
1018,aerophone,aero_single-reed
1019,aerophone,aero_lip-vibrated
1020,chordophone,chrd_composite
1021,aerophone,aero_lip-vibrated
1022,chordophone,chrd_composite
1023,aerophone,aero_double-reed
1024,aerophone,aero_lip-vibrated
1025,aerophone,aero_double-reed
1026,aerophone,aero_lip-vibrated
1027,chordophone,chrd_composite
1028,aerophone,aero_lip-vibrated
1029,chordophone,chrd_composite
1030,aerophone,aero_double-reed
1031,chordophone,chrd_composite
1032,aerophone,aero_side
1033,aerophone,aero_double-reed
1034,chordophone,chrd_simple
1035,aerophone,aero_single-reed
1036,chordophone,chrd_composite
1037,aerophone,aero_side
1038,aerophone,aero_lip-vibrated
1039,chordophone,chrd_composite
1040,aerophone,aero_lip-vibrated
1041,aerophone,aero_lip-vibrated
1042,aerophone,aero_lip-vibrated
1043,aerophone,aero_single-reed
1044,aerophone,aero_double-reed
1045,aerophone,aero_lip-vibrated
1046,aerophone,aero_side
1047,chordophone,chrd_composite
1048,aerophone,aero_double-reed
1049,chordophone,chrd_composite
1050,chordophone,chrd_composite
1051,aerophone,aero_free-reed
1052,chordophone,chrd_simple
1053,chordophone,chrd_composite
1054,aerophone,aero_single-reed
1055,chordophone,chrd_simple
1056,aerophone,aero_side
1057,aerophone,aero_side
1058,aerophone,aero_side
1059,aerophone,aero_double-reed
1060,aerophone,aero_single-reed
1061,aerophone,aero_side
1062,aerophone,aero_lip-vibrated
1063,aerophone,aero_single-reed
1064,aerophone,aero_lip-vibrated
1065,chordophone,chrd_composite
1066,aerophone,aero_lip-vibrated
1067,aerophone,aero_side
1068,aerophone,aero_double-reed
1069,aerophone,aero_lip-vibrated
1070,aerophone,aero_lip-vibrated
1071,aerophone,aero_single-reed
1072,aerophone,aero_lip-vibrated
1073,aerophone,aero_single-reed
1074,aerophone,aero_lip-vibrated
1075,aerophone,aero_lip-vibrated
1076,chordophone,chrd_composite
1077,aerophone,aero_side
1078,aerophone,aero_single-reed
1079,aerophone,aero_lip-vibrated
1080,aerophone,aero_double-reed
1081,chordophone,chrd_simple
1082,aerophone,aero_lip-vibrated
1083,aerophone,aero_double-reed
1084,chordophone,chrd_composite
1085,aerophone,aero_side
1086,aerophone,aero_lip-vibrated
1087,aerophone,aero_single-reed
1088,aerophone,aero_lip-vibrated
1089,aerophone,aero_side
1090,aerophone,aero_lip-vibrated
1091,aerophone,aero_double-reed
1092,chordophone,chrd_composite
1093,chordophone,chrd_composite
1094,aerophone,aero_double-reed
1095,aerophone,aero_single-reed
1096,aerophone,aero_single-reed
1097,aerophone,aero_lip-vibrated
1098,aerophone,aero_lip-vibrated
1099,aerophone,aero_double-reed
1100,aerophone,aero_lip-vibrated
1101,aerophone,aero_single-reed
1102,aerophone,aero_side
1103,aerophone,aero_lip-vibrated
1104,aerophone,aero_double-reed
1105,aerophone,aero_single-reed
1106,chordophone,chrd_composite
1107,aerophone,aero_side
1108,aerophone,aero_lip-vibrated
1109,aerophone,aero_side
1110,chordophone,chrd_composite
1111,chordophone,chrd_composite
1112,chordophone,chrd_composite
1113,aerophone,aero_side
1114,aerophone,aero_double-reed
1115,aerophone,aero_side
1116,chordophone,chrd_simple
1117,aerophone,aero_single-reed
1118,aerophone,aero_side
1119,chordophone,chrd_composite
1120,aerophone,aero_single-reed
1121,chordophone,chrd_composite
1122,aerophone,aero_lip-vibrated
1123,aerophone,aero_lip-vibrated
1124,aerophone,aero_lip-vibrated
1125,aerophone,aero_lip-vibrated
1126,aerophone,aero_single-reed
1127,aerophone,aero_double-reed
1128,aerophone,aero_lip-vibrated
1129,aerophone,aero_lip-vibrated
1130,aerophone,aero_lip-vibrated
1131,aerophone,aero_single-reed
1132,aerophone,aero_side
1133,aerophone,aero_double-reed
1134,aerophone,aero_single-reed
1135,aerophone,aero_lip-vibrated
1136,aerophone,aero_single-reed
1137,aerophone,aero_lip-vibrated
1138,aerophone,aero_double-reed
1139,aerophone,aero_lip-vibrated
1140,chordophone,chrd_composite
1141,aerophone,aero_double-reed
1142,chordophone,chrd_simple
1143,chordophone,chrd_composite
1144,aerophone,aero_lip-vibrated
1145,aerophone,aero_lip-vibrated
1146,aerophone,aero_free-reed
1147,chordophone,chrd_composite
1148,chordophone,chrd_composite
1149,chordophone,chrd_simple
1150,aerophone,aero_lip-vibrated
1151,aerophone,aero_lip-vibrated
1152,chordophone,chrd_composite
1153,aerophone,aero_single-reed
1154,chordophone,chrd_composite
1155,aerophone,aero_lip-vibrated
1156,aerophone,aero_lip-vibrated
1157,chordophone,chrd_simple
1158,aerophone,aero_single-reed
1159,chordophone,chrd_composite
1160,aerophone,aero_side
1161,chordophone,chrd_composite
1162,aerophone,aero_single-reed
1163,aerophone,aero_single-reed
1164,chordophone,chrd_simple
1165,chordophone,chrd_composite
1166,chordophone,chrd_composite
1167,aerophone,aero_free-reed
1168,chordophone,chrd_simple
1169,aerophone,aero_single-reed
1170,chordophone,chrd_composite
1171,aerophone,aero_lip-vibrated
1172,aerophone,aero_lip-vibrated
1173,aerophone,aero_side
1174,aerophone,aero_lip-vibrated
1175,aerophone,aero_single-reed
1176,chordophone,chrd_composite
1177,aerophone,aero_double-reed
1178,aerophone,aero_lip-vibrated
1179,aerophone,aero_double-reed
1180,aerophone,aero_single-reed
1181,chordophone,chrd_simple
1182,aerophone,aero_single-reed
1183,chordophone,chrd_composite
1184,aerophone,aero_lip-vibrated
1185,aerophone,aero_double-reed
1186,chordophone,chrd_simple
1187,aerophone,aero_lip-vibrated
1188,aerophone,aero_side
1189,aerophone,aero_lip-vibrated
1190,aerophone,aero_side
1191,aerophone,aero_single-reed
1192,aerophone,aero_lip-vibrated
1193,aerophone,aero_side
1194,aerophone,aero_lip-vibrated
1195,aerophone,aero_lip-vibrated
1196,aerophone,aero_lip-vibrated
1197,chordophone,chrd_composite
1198,aerophone,aero_lip-vibrated
1199,chordophone,chrd_composite
1200,aerophone,aero_single-reed
1201,aerophone,aero_lip-vibrated
1202,aerophone,aero_side
1203,chordophone,chrd_composite
1204,aerophone,aero_side
1205,aerophone,aero_lip-vibrated
1206,chordophone,chrd_simple
1207,chordophone,chrd_simple
1208,aerophone,aero_free-reed
1209,aerophone,aero_lip-vibrated
1210,chordophone,chrd_composite
1211,chordophone,chrd_composite
1212,aerophone,aero_lip-vibrated
1213,aerophone,aero_lip-vibrated
1214,aerophone,aero_lip-vibrated
1215,chordophone,chrd_composite
1216,chordophone,chrd_composite
1217,aerophone,aero_lip-vibrated
1218,chordophone,chrd_simple
1219,aerophone,aero_lip-vibrated
1220,chordophone,chrd_simple
1221,aerophone,aero_single-reed
1222,aerophone,aero_lip-vibrated
1223,chordophone,chrd_composite
1224,chordophone,chrd_composite
1225,aerophone,aero_side
1226,aerophone,aero_single-reed
1227,chordophone,chrd_composite
1228,chordophone,chrd_composite
1229,aerophone,aero_lip-vibrated
1230,chordophone,chrd_composite
1231,aerophone,aero_side
1232,chordophone,chrd_composite
1233,chordophone,chrd_composite
1234,aerophone,aero_lip-vibrated
1235,aerophone,aero_single-reed
1236,aerophone,aero_single-reed
1237,aerophone,aero_double-reed
1238,aerophone,aero_lip-vibrated
1239,aerophone,aero_lip-vibrated
1240,chordophone,chrd_simple
1241,chordophone,chrd_composite
1242,aerophone,aero_double-reed
1243,chordophone,chrd_composite
1244,aerophone,aero_lip-vibrated
1245,chordophone,chrd_composite
1246,chordophone,chrd_composite
1247,aerophone,aero_lip-vibrated
1248,aerophone,aero_double-reed
1249,aerophone,aero_lip-vibrated
1250,aerophone,aero_side
1251,aerophone,aero_lip-vibrated
1252,chordophone,chrd_composite
1253,aerophone,aero_lip-vibrated
1254,aerophone,aero_single-reed
1255,chordophone,chrd_composite
1256,aerophone,aero_single-reed
1257,aerophone,aero_single-reed
1258,chordophone,chrd_composite
1259,aerophone,aero_double-reed
1260,aerophone,aero_double-reed
1261,aerophone,aero_lip-vibrated
1262,aerophone,aero_lip-vibrated
1263,aerophone,aero_lip-vibrated
1264,aerophone,aero_side
1265,chordophone,chrd_simple
1266,aerophone,aero_single-reed
1267,aerophone,aero_lip-vibrated
1268,aerophone,aero_free-reed
1269,aerophone,aero_side
1270,aerophone,aero_side
1271,aerophone,aero_single-reed
1272,chordophone,chrd_simple
1273,chordophone,chrd_composite
1274,aerophone,aero_lip-vibrated
1275,aerophone,aero_single-reed
1276,aerophone,aero_lip-vibrated
1277,aerophone,aero_lip-vibrated
1278,aerophone,aero_side
1279,aerophone,aero_lip-vibrated
1280,chordophone,chrd_composite
1281,aerophone,aero_lip-vibrated
1282,aerophone,aero_lip-vibrated
1283,chordophone,chrd_composite
1284,aerophone,aero_double-reed
1285,aerophone,aero_single-reed
1286,aerophone,aero_lip-vibrated
1287,aerophone,aero_lip-vibrated
1288,aerophone,aero_single-reed
1289,aerophone,aero_side
1290,aerophone,aero_single-reed
1291,aerophone,aero_double-reed
1292,chordophone,chrd_composite
1293,chordophone,chrd_composite
1294,aerophone,aero_side
1295,chordophone,chrd_composite
1296,aerophone,aero_lip-vibrated
1297,aerophone,aero_double-reed
1298,aerophone,aero_side
1299,aerophone,aero_free-reed
1300,chordophone,chrd_composite
1301,chordophone,chrd_simple
1302,aerophone,aero_single-reed
1303,chordophone,chrd_composite
1304,aerophone,aero_double-reed
1305,aerophone,aero_double-reed
1306,aerophone,aero_lip-vibrated
1307,aerophone,aero_side
1308,aerophone,aero_single-reed
1309,aerophone,aero_double-reed
1310,chordophone,chrd_simple
1311,aerophone,aero_lip-vibrated
1312,aerophone,aero_lip-vibrated
1313,chordophone,chrd_simple
1314,chordophone,chrd_composite
1315,chordophone,chrd_composite
1316,chordophone,chrd_simple
1317,aerophone,aero_double-reed
1318,aerophone,aero_side
1319,aerophone,aero_lip-vibrated
1320,chordophone,chrd_composite
1321,aerophone,aero_single-reed
1322,aerophone,aero_double-reed
1323,aerophone,aero_single-reed
1324,aerophone,aero_double-reed
1325,chordophone,chrd_simple
1326,aerophone,aero_double-reed
1327,aerophone,aero_lip-vibrated
1328,aerophone,aero_side
1329,chordophone,chrd_composite
1330,aerophone,aero_lip-vibrated
1331,chordophone,chrd_composite
1332,aerophone,aero_lip-vibrated
1333,chordophone,chrd_simple
1334,chordophone,chrd_composite
1335,aerophone,aero_lip-vibrated
1336,aerophone,aero_single-reed
1337,aerophone,aero_single-reed
1338,aerophone,aero_lip-vibrated
1339,aerophone,aero_side
1340,chordophone,chrd_composite
1341,aerophone,aero_single-reed
1342,aerophone,aero_single-reed
1343,aerophone,aero_lip-vibrated
1344,aerophone,aero_side
1345,chordophone,chrd_composite
1346,aerophone,aero_single-reed
1347,chordophone,chrd_simple
1348,aerophone,aero_side
1349,chordophone,chrd_composite
1350,chordophone,chrd_composite
1351,aerophone,aero_double-reed
1352,aerophone,aero_double-reed
1353,aerophone,aero_lip-vibrated
1354,aerophone,aero_side
1355,aerophone,aero_single-reed
1356,aerophone,aero_double-reed
1357,aerophone,aero_lip-vibrated
1358,aerophone,aero_single-reed
1359,aerophone,aero_lip-vibrated
1360,aerophone,aero_lip-vibrated
1361,aerophone,aero_double-reed
1362,aerophone,aero_single-reed
1363,aerophone,aero_single-reed
1364,chordophone,chrd_composite
1365,aerophone,aero_single-reed
1366,chordophone,chrd_simple
1367,aerophone,aero_lip-vibrated
1368,chordophone,chrd_composite
1369,aerophone,aero_lip-vibrated
1370,chordophone,chrd_composite
1371,chordophone,chrd_composite
1372,aerophone,aero_free-reed
1373,chordophone,chrd_simple
1374,chordophone,chrd_simple
1375,aerophone,aero_side
1376,chordophone,chrd_composite
1377,aerophone,aero_lip-vibrated
1378,aerophone,aero_double-reed
1379,aerophone,aero_double-reed
1380,aerophone,aero_double-reed
1381,aerophone,aero_single-reed
1382,aerophone,aero_side
1383,chordophone,chrd_composite
1384,aerophone,aero_side
1385,aerophone,aero_double-reed
1386,chordophone,chrd_composite
1387,aerophone,aero_side
1388,chordophone,chrd_composite
1389,aerophone,aero_side
1390,chordophone,chrd_composite
1391,chordophone,chrd_composite
1392,chordophone,chrd_simple
1393,chordophone,chrd_composite
1394,aerophone,aero_side
1395,aerophone,aero_single-reed
1396,aerophone,aero_single-reed
1397,aerophone,aero_single-reed
1398,chordophone,chrd_simple
1399,aerophone,aero_double-reed
1400,chordophone,chrd_composite
1401,chordophone,chrd_composite
1402,chordophone,chrd_simple
1403,aerophone,aero_side
1404,chordophone,chrd_composite
1405,aerophone,aero_lip-vibrated
1406,aerophone,aero_lip-vibrated
1407,chordophone,chrd_composite
1408,aerophone,aero_single-reed
1409,aerophone,aero_single-reed
1410,aerophone,aero_double-reed
1411,aerophone,aero_double-reed
1412,aerophone,aero_lip-vibrated
1413,aerophone,aero_side
1414,chordophone,chrd_composite
1415,aerophone,aero_lip-vibrated
1416,chordophone,chrd_composite
1417,aerophone,aero_single-reed
1418,aerophone,aero_single-reed
1419,chordophone,chrd_composite
1420,aerophone,aero_lip-vibrated
1421,aerophone,aero_lip-vibrated
1422,aerophone,aero_double-reed
1423,aerophone,aero_single-reed
1424,aerophone,aero_lip-vibrated
1425,aerophone,aero_side
1426,aerophone,aero_free-reed
1427,aerophone,aero_double-reed
1428,aerophone,aero_side
1429,aerophone,aero_double-reed
1430,aerophone,aero_lip-vibrated
1431,chordophone,chrd_composite
1432,chordophone,chrd_composite
1433,chordophone,chrd_composite
1434,aerophone,aero_side
1435,chordophone,chrd_composite
1436,aerophone,aero_single-reed
1437,aerophone,aero_lip-vibrated
1438,chordophone,chrd_composite
